C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,Date,CountryName,RegionName,PrescriptionIndex
0,0,0,4,0,0,0,0,0,0,0,0,2021-02-17,Argentina,,0
0,0,0,3,0,0,0,0,0,0,0,0,2021-02-18,Argentina,,0
0,0,0,3,0,0,0,0,0,0,0,0,2021-02-19,Argentina,,0
0,0,0,1,0,0,0,0,0,0,0,0,2021-02-20,Argentina,,0
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-15,Argentina,,1
0,2,0,4,0,0,0,0,0,0,0,0,2021-02-16,Argentina,,1
0,1,0,4,0,0,0,0,0,0,0,0,2021-02-17,Argentina,,1
0,1,0,4,0,0,0,0,0,0,0,0,2021-02-18,Argentina,,1
0,0,0,4,0,0,0,0,0,0,0,0,2021-02-19,Argentina,,1
0,0,0,4,0,0,0,0,0,0,0,0,2021-02-20,Argentina,,1
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-15,Argentina,,2
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-16,Argentina,,2
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-17,Argentina,,2
0,2,0,4,0,0,0,0,0,0,0,0,2021-02-18,Argentina,,2
0,2,0,4,0,0,0,0,0,0,0,0,2021-02-19,Argentina,,2
0,0,0,4,0,0,0,0,0,0,0,0,2021-02-20,Argentina,,2
1,3,0,4,0,0,0,0,0,0,0,0,2021-02-15,Argentina,,3
0,3,0,4,0,0,0,0,0,1,0,0,2021-02-16,Argentina,,3
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-17,Argentina,,3
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-18,Argentina,,3
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-19,Argentina,,3
0,2,0,4,0,0,0,0,0,0,0,0,2021-02-20,Argentina,,3
3,3,0,4,0,0,0,0,0,0,0,0,2021-02-15,Argentina,,4
2,3,0,4,0,0,0,0,0,1,0,0,2021-02-16,Argentina,,4
1,3,0,4,0,0,0,0,0,1,0,0,2021-02-17,Argentina,,4
0,3,0,4,0,0,0,0,0,1,0,0,2021-02-18,Argentina,,4
0,3,0,4,0,0,0,0,0,1,0,0,2021-02-19,Argentina,,4
0,3,0,4,0,0,0,0,0,0,0,0,2021-02-20,Argentina,,4
3,3,0,4,0,0,0,0,0,0,0,0,2021-02-15,Argentina,,5
3,3,0,4,0,0,0,0,0,1,0,0,2021-02-16,Argentina,,5
2,3,0,4,0,0,0,0,0,1,0,0,2021-02-17,Argentina,,5
2,3,0,4,0,0,0,0,0,1,0,0,2021-02-18,Argentina,,5
1,3,0,4,0,0,0,0,0,1,0,0,2021-02-19,Argentina,,5
1,3,0,4,0,0,0,0,0,0,0,0,2021-02-20,Argentina,,5
3,3,0,4,0,0,0,1,0,1,0,0,2021-02-15,Argentina,,6
3,3,0,4,0,0,0,0,0,1,0,0,2021-02-16,Argentina,,6
3,3,0,4,0,0,0,0,0,1,0,0,2021-02-17,Argentina,,6
3,3,0,4,0,0,0,0,0,1,0,0,2021-02-18,Argentina,,6
3,3,0,4,0,0,0,0,0,1,0,0,2021-02-19,Argentina,,6
3,3,0,4,0,0,0,0,0,0,0,0,2021-02-20,Argentina,,6
3,3,0,4,0,0,1,2,0,3,0,0,2021-02-15,Argentina,,7
3,3,0,4,0,0,0,2,0,3,0,0,2021-02-16,Argentina,,7
3,3,0,4,0,0,0,2,0,3,0,0,2021-02-17,Argentina,,7
3,3,0,4,0,0,0,2,0,3,0,0,2021-02-18,Argentina,,7
3,3,0,4,0,0,0,1,0,3,0,0,2021-02-19,Argentina,,7
3,3,0,4,0,0,0,1,0,2,0,0,2021-02-20,Argentina,,7
3,3,1,4,2,0,2,3,0,3,0,0,2021-02-15,Argentina,,8
3,3,1,4,2,0,2,3,0,3,0,0,2021-02-16,Argentina,,8
3,3,1,4,1,0,2,3,0,3,0,0,2021-02-17,Argentina,,8
3,3,1,4,1,0,2,3,0,3,0,0,2021-02-18,Argentina,,8
3,3,1,4,0,0,2,3,0,3,0,0,2021-02-19,Argentina,,8
3,3,0,4,0,0,1,3,0,3,0,0,2021-02-20,Argentina,,8
3,3,2,4,2,0,2,4,0,3,1,0,2021-02-15,Argentina,,9
3,3,2,4,2,0,2,4,0,3,0,0,2021-02-16,Argentina,,9
3,3,2,4,2,0,2,4,0,3,0,0,2021-02-17,Argentina,,9
3,3,2,4,2,0,2,4,0,3,0,0,2021-02-18,Argentina,,9
3,3,2,4,2,0,2,3,0,3,0,0,2021-02-19,Argentina,,9
3,3,1,4,2,0,2,3,0,3,0,0,2021-02-20,Argentina,,9
0,1,0,0,0,0,0,0,2,0,0,0,2021-02-15,Chad,,0
0,0,0,0,0,0,0,0,2,0,0,0,2021-02-16,Chad,,0
0,0,0,0,0,0,0,0,2,0,0,0,2021-02-17,Chad,,0
0,0,0,0,0,0,0,0,2,0,0,0,2021-02-18,Chad,,0
0,0,0,0,0,0,0,0,2,0,0,0,2021-02-19,Chad,,0
0,0,0,0,0,0,0,0,2,0,0,0,2021-02-20,Chad,,0
0,3,0,0,0,0,0,0,2,0,0,0,2021-02-15,Chad,,1
0,2,0,0,0,0,0,0,2,0,0,0,2021-02-16,Chad,,1
0,2,0,0,0,0,0,0,2,0,0,0,2021-02-17,Chad,,1
0,1,0,0,0,0,0,0,2,0,0,0,2021-02-18,Chad,,1
0,0,0,0,0,0,0,0,2,0,0,0,2021-02-19,Chad,,1
0,0,0,0,0,0,0,0,2,0,0,0,2021-02-20,Chad,,1
0,3,0,0,0,0,0,0,2,0,0,0,2021-02-15,Chad,,2
0,3,0,0,0,0,0,0,2,0,0,0,2021-02-16,Chad,,2
0,3,0,0,0,0,0,0,2,0,0,0,2021-02-17,Chad,,2
0,3,0,0,0,0,0,0,2,0,0,0,2021-02-18,Chad,,2
0,2,0,0,0,0,0,0,2,0,0,0,2021-02-19,Chad,,2
0,1,0,0,0,0,0,0,2,0,0,0,2021-02-20,Chad,,2
1,3,0,0,0,0,0,0,2,0,0,0,2021-02-15,Chad,,3
1,3,0,0,0,0,0,0,2,0,0,0,2021-02-16,Chad,,3
1,3,0,0,0,0,0,0,2,0,0,0,2021-02-17,Chad,,3
0,3,0,0,0,0,0,0,2,0,0,0,2021-02-18,Chad,,3
0,3,0,0,0,0,0,0,2,0,0,0,2021-02-19,Chad,,3
0,3,0,0,0,0,0,0,2,0,0,0,2021-02-20,Chad,,3
3,3,0,0,0,0,0,0,2,0,0,0,2021-02-15,Chad,,4
3,3,0,0,0,0,0,0,2,0,0,0,2021-02-16,Chad,,4
2,3,0,0,0,0,0,0,2,0,0,0,2021-02-17,Chad,,4
1,3,0,0,0,0,0,0,2,0,0,0,2021-02-18,Chad,,4
1,3,0,0,0,0,0,0,2,0,0,0,2021-02-19,Chad,,4
0,3,0,0,0,0,0,0,2,0,0,0,2021-02-20,Chad,,4
3,3,0,0,0,0,0,0,2,0,0,0,2021-02-15,Chad,,5
3,3,0,0,0,0,0,0,2,0,0,0,2021-02-16,Chad,,5
3,3,0,0,0,0,0,0,2,0,0,0,2021-02-17,Chad,,5
3,3,0,0,0,0,0,0,2,0,0,0,2021-02-18,Chad,,5
3,3,0,0,0,0,0,0,2,0,0,0,2021-02-19,Chad,,5
1,3,0,0,0,0,0,0,2,0,0,0,2021-02-20,Chad,,5
3,3,0,0,2,0,0,0,2,0,0,0,2021-02-15,Chad,,6
3,3,0,0,2,0,0,0,2,0,0,0,2021-02-16,Chad,,6
3,3,0,0,2,0,0,0,2,0,0,0,2021-02-17,Chad,,6
3,3,0,0,2,0,0,0,2,0,0,0,2021-02-18,Chad,,6
3,3,0,0,1,0,0,0,2,0,0,0,2021-02-19,Chad,,6
3,3,0,0,0,0,0,0,2,0,0,0,2021-02-20,Chad,,6
3,3,0,0,2,0,2,0,2,2,0,0,2021-02-15,Chad,,7
3,3,0,0,2,0,2,0,2,2,0,0,2021-02-16,Chad,,7
3,3,0,0,2,0,2,0,2,2,0,0,2021-02-17,Chad,,7
3,3,0,0,2,0,2,0,2,1,0,0,2021-02-18,Chad,,7
3,3,0,0,2,0,2,0,2,1,0,0,2021-02-19,Chad,,7
3,3,0,0,2,0,2,0,2,0,0,0,2021-02-20,Chad,,7
3,3,0,0,2,0,2,4,2,3,0,0,2021-02-15,Chad,,8
3,3,0,0,2,0,2,4,2,3,0,0,2021-02-16,Chad,,8
3,3,0,0,2,0,2,3,2,3,0,0,2021-02-17,Chad,,8
3,3,0,0,2,0,2,3,2,3,0,0,2021-02-18,Chad,,8
3,3,0,0,2,0,2,2,2,3,0,0,2021-02-19,Chad,,8
3,3,0,0,2,0,2,2,2,3,0,0,2021-02-20,Chad,,8
3,3,0,2,2,1,2,4,2,3,0,3,2021-02-15,Chad,,9
3,3,0,1,2,1,2,4,2,3,0,2,2021-02-16,Chad,,9
3,3,0,0,2,1,2,4,2,3,0,2,2021-02-17,Chad,,9
3,3,0,0,2,1,2,4,2,3,0,1,2021-02-18,Chad,,9
3,3,0,0,2,0,2,4,2,3,0,1,2021-02-19,Chad,,9
3,3,0,0,2,0,2,4,2,3,0,0,2021-02-20,Chad,,9
0,0,2,0,0,0,0,0,2,0,0,0,2021-02-15,Togo,,0
0,0,2,0,0,0,0,0,2,0,0,0,2021-02-16,Togo,,0
0,0,1,0,0,0,0,0,2,0,0,0,2021-02-17,Togo,,0
0,0,1,0,0,0,0,0,2,0,0,0,2021-02-18,Togo,,0
0,0,1,0,0,0,0,0,1,0,0,0,2021-02-19,Togo,,0
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Togo,,0
0,3,2,0,0,0,0,0,2,0,0,0,2021-02-15,Togo,,1
0,2,2,0,0,0,0,0,2,0,0,0,2021-02-16,Togo,,1
0,1,2,0,0,0,0,0,2,0,0,0,2021-02-17,Togo,,1
0,0,2,0,0,0,0,0,2,0,0,0,2021-02-18,Togo,,1
0,0,2,0,0,0,0,0,2,0,0,0,2021-02-19,Togo,,1
0,0,2,0,0,0,0,0,2,0,0,0,2021-02-20,Togo,,1
0,3,2,0,0,0,0,0,2,0,0,0,2021-02-15,Togo,,2
0,3,2,0,0,0,0,0,2,0,0,0,2021-02-16,Togo,,2
0,3,2,0,0,0,0,0,2,0,0,0,2021-02-17,Togo,,2
0,2,2,0,0,0,0,0,2,0,0,0,2021-02-18,Togo,,2
0,1,2,0,0,0,0,0,2,0,0,0,2021-02-19,Togo,,2
0,0,2,0,0,0,0,0,2,0,0,0,2021-02-20,Togo,,2
0,3,2,0,0,0,0,0,2,0,0,0,2021-02-15,Togo,,3
0,3,2,0,0,0,0,0,2,0,0,0,2021-02-16,Togo,,3
0,3,2,0,0,0,0,0,2,0,0,0,2021-02-17,Togo,,3
0,3,2,0,0,0,0,0,2,0,0,0,2021-02-18,Togo,,3
0,3,2,0,0,0,0,0,2,0,0,0,2021-02-19,Togo,,3
0,3,2,0,0,0,0,0,2,0,0,0,2021-02-20,Togo,,3
3,3,2,0,0,0,0,0,2,0,0,0,2021-02-15,Togo,,4
2,3,2,0,0,0,0,0,2,0,0,0,2021-02-16,Togo,,4
2,3,2,0,0,0,0,0,2,0,0,0,2021-02-17,Togo,,4
1,3,2,0,0,0,0,0,2,0,0,0,2021-02-18,Togo,,4
0,3,2,0,0,0,0,0,2,0,0,0,2021-02-19,Togo,,4
0,3,2,0,0,0,0,0,2,0,0,0,2021-02-20,Togo,,4
3,3,2,0,0,0,0,0,2,0,0,0,2021-02-15,Togo,,5
3,3,2,0,0,0,0,0,2,0,0,0,2021-02-16,Togo,,5
3,3,2,0,0,0,0,0,2,0,0,0,2021-02-17,Togo,,5
2,3,2,0,0,0,0,0,2,0,0,0,2021-02-18,Togo,,5
2,3,2,0,0,0,0,0,2,0,0,0,2021-02-19,Togo,,5
0,3,2,0,0,0,0,0,2,0,0,0,2021-02-20,Togo,,5
3,3,2,0,0,0,0,0,2,0,0,3,2021-02-15,Togo,,6
3,3,2,0,0,0,0,0,2,0,0,2,2021-02-16,Togo,,6
3,3,2,0,0,0,0,0,2,0,0,2,2021-02-17,Togo,,6
3,3,2,0,0,0,0,0,2,0,0,1,2021-02-18,Togo,,6
3,3,2,0,0,0,0,0,2,0,0,1,2021-02-19,Togo,,6
3,3,2,0,0,0,0,0,2,0,0,0,2021-02-20,Togo,,6
3,3,2,4,0,0,0,0,2,0,0,4,2021-02-15,Togo,,7
3,3,2,4,0,0,0,0,2,0,0,4,2021-02-16,Togo,,7
3,3,2,4,0,0,0,0,2,0,0,4,2021-02-17,Togo,,7
3,3,2,4,0,0,0,0,2,0,0,4,2021-02-18,Togo,,7
3,3,2,4,0,0,0,0,2,0,0,4,2021-02-19,Togo,,7
3,3,2,2,0,0,0,0,2,0,0,4,2021-02-20,Togo,,7
3,3,2,4,2,0,0,0,2,2,2,4,2021-02-15,Togo,,8
3,3,2,4,2,0,0,0,2,1,2,4,2021-02-16,Togo,,8
3,3,2,4,2,0,0,0,2,1,2,4,2021-02-17,Togo,,8
3,3,2,4,2,0,0,0,2,0,2,4,2021-02-18,Togo,,8
3,3,2,4,2,0,0,0,2,0,1,4,2021-02-19,Togo,,8
3,3,2,4,2,0,0,0,2,0,0,4,2021-02-20,Togo,,8
3,3,2,4,2,0,2,0,2,3,2,4,2021-02-15,Togo,,9
3,3,2,4,2,0,2,0,2,2,2,4,2021-02-16,Togo,,9
3,3,2,4,2,0,1,0,2,2,2,4,2021-02-17,Togo,,9
3,3,2,4,2,0,0,0,2,2,2,4,2021-02-18,Togo,,9
3,3,2,4,2,0,0,0,2,2,2,4,2021-02-19,Togo,,9
3,3,2,4,2,0,0,0,2,0,2,4,2021-02-20,Togo,,9
0,0,0,4,0,0,0,0,0,0,0,0,2021-02-15,United States,Kansas,0
0,0,0,4,0,0,0,0,0,0,0,0,2021-02-16,United States,Kansas,0
0,0,0,4,0,0,0,0,0,0,0,0,2021-02-17,United States,Kansas,0
0,0,0,3,0,0,0,0,0,0,0,0,2021-02-18,United States,Kansas,0
0,0,0,3,0,0,0,0,0,0,0,0,2021-02-19,United States,Kansas,0
0,0,0,1,0,0,0,0,0,0,0,0,2021-02-20,United States,Kansas,0
0,1,0,4,0,0,0,0,2,0,0,0,2021-02-15,United States,Kansas,1
0,1,0,4,0,0,0,0,2,0,0,0,2021-02-16,United States,Kansas,1
0,0,0,4,0,0,0,0,2,0,0,0,2021-02-17,United States,Kansas,1
0,0,0,4,0,0,0,0,2,0,0,0,2021-02-18,United States,Kansas,1
0,0,0,4,0,0,0,0,2,0,0,0,2021-02-19,United States,Kansas,1
0,0,0,4,0,0,0,0,2,0,0,0,2021-02-20,United States,Kansas,1
0,3,0,4,0,0,0,0,2,0,0,0,2021-02-15,United States,Kansas,2
0,2,0,4,0,0,0,0,2,0,0,0,2021-02-16,United States,Kansas,2
0,2,0,4,0,0,0,0,2,0,0,0,2021-02-17,United States,Kansas,2
0,1,0,4,0,0,0,0,2,0,0,0,2021-02-18,United States,Kansas,2
0,0,0,4,0,0,0,0,2,0,0,0,2021-02-19,United States,Kansas,2
0,0,0,4,0,0,0,0,2,0,0,0,2021-02-20,United States,Kansas,2
0,3,0,4,0,0,0,0,2,0,0,0,2021-02-15,United States,Kansas,3
0,3,0,4,0,0,0,0,2,0,0,0,2021-02-16,United States,Kansas,3
0,3,0,4,0,0,0,0,2,0,0,0,2021-02-17,United States,Kansas,3
0,3,0,4,0,0,0,0,2,0,0,0,2021-02-18,United States,Kansas,3
0,2,0,4,0,0,0,0,2,0,0,0,2021-02-19,United States,Kansas,3
0,0,0,4,0,0,0,0,2,0,0,0,2021-02-20,United States,Kansas,3
2,3,0,4,0,0,0,0,2,0,0,0,2021-02-15,United States,Kansas,4
0,3,0,4,0,0,0,1,2,0,0,0,2021-02-16,United States,Kansas,4
0,3,0,4,0,0,0,1,2,0,0,0,2021-02-17,United States,Kansas,4
0,3,0,4,0,0,0,0,2,0,0,0,2021-02-18,United States,Kansas,4
0,3,0,4,0,0,0,0,2,0,0,0,2021-02-19,United States,Kansas,4
0,3,0,4,0,0,0,0,2,0,0,0,2021-02-20,United States,Kansas,4
3,3,0,4,0,0,0,0,2,0,0,0,2021-02-15,United States,Kansas,5
2,3,0,4,0,0,0,1,2,0,0,0,2021-02-16,United States,Kansas,5
1,3,0,4,0,0,0,1,2,0,0,0,2021-02-17,United States,Kansas,5
1,3,0,4,0,0,0,1,2,0,0,0,2021-02-18,United States,Kansas,5
0,3,0,4,0,0,0,1,2,0,0,0,2021-02-19,United States,Kansas,5
0,3,0,4,0,0,0,0,2,0,0,0,2021-02-20,United States,Kansas,5
3,3,0,4,0,0,0,0,2,0,0,0,2021-02-15,United States,Kansas,6
3,3,0,4,0,0,0,1,2,0,0,0,2021-02-16,United States,Kansas,6
3,3,0,4,0,0,0,1,2,0,0,0,2021-02-17,United States,Kansas,6
3,3,0,4,0,0,0,1,2,0,0,0,2021-02-18,United States,Kansas,6
2,3,0,4,0,0,0,1,2,0,0,0,2021-02-19,United States,Kansas,6
1,3,0,4,0,0,0,0,2,0,0,0,2021-02-20,United States,Kansas,6
3,3,0,4,0,0,0,4,2,0,0,0,2021-02-15,United States,Kansas,7
3,3,0,4,0,0,0,4,2,0,0,0,2021-02-16,United States,Kansas,7
3,3,0,4,0,0,0,4,2,0,0,0,2021-02-17,United States,Kansas,7
3,3,0,4,0,0,0,3,2,0,0,0,2021-02-18,United States,Kansas,7
3,3,0,4,0,0,0,3,2,0,0,0,2021-02-19,United States,Kansas,7
3,3,0,4,0,0,0,2,2,0,0,0,2021-02-20,United States,Kansas,7
3,3,1,4,0,0,0,4,2,3,0,1,2021-02-15,United States,Kansas,8
3,3,1,4,0,0,0,4,2,3,0,1,2021-02-16,United States,Kansas,8
3,3,1,4,0,0,0,4,2,3,0,0,2021-02-17,United States,Kansas,8
3,3,0,4,0,0,0,4,2,3,0,0,2021-02-18,United States,Kansas,8
3,3,0,4,0,0,0,4,2,3,0,0,2021-02-19,United States,Kansas,8
3,3,0,4,0,0,0,4,2,3,0,0,2021-02-20,United States,Kansas,8
3,3,2,4,0,0,0,4,2,3,0,4,2021-02-15,United States,Kansas,9
3,3,2,4,0,0,0,4,2,3,0,4,2021-02-16,United States,Kansas,9
3,3,2,4,0,0,0,4,2,3,0,4,2021-02-17,United States,Kansas,9
3,3,2,4,0,0,0,4,2,3,0,4,2021-02-18,United States,Kansas,9
3,3,2,4,0,0,0,4,2,3,0,3,2021-02-19,United States,Kansas,9
3,3,2,4,0,0,0,4,2,3,0,1,2021-02-20,United States,Kansas,9
2,0,0,0,0,0,0,0,0,0,0,0,2021-02-15,Thailand,,0
2,0,0,0,0,0,0,0,0,0,0,0,2021-02-16,Thailand,,0
2,0,0,0,0,0,0,0,0,0,0,0,2021-02-17,Thailand,,0
1,0,0,0,0,0,0,0,0,0,0,0,2021-02-18,Thailand,,0
1,0,0,0,0,0,0,0,0,0,0,0,2021-02-19,Thailand,,0
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Thailand,,0
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-15,Thailand,,1
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-16,Thailand,,1
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-17,Thailand,,1
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-18,Thailand,,1
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-19,Thailand,,1
2,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Thailand,,1
3,0,0,0,0,0,0,0,0,3,0,0,2021-02-15,Thailand,,2
3,0,0,0,0,0,0,0,0,2,0,0,2021-02-16,Thailand,,2
3,0,0,0,0,0,0,0,0,2,0,0,2021-02-17,Thailand,,2
3,0,0,0,0,0,0,0,0,2,0,0,2021-02-18,Thailand,,2
3,0,0,0,0,0,0,0,0,1,0,0,2021-02-19,Thailand,,2
3,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Thailand,,2
3,2,0,0,0,0,0,0,0,3,0,0,2021-02-15,Thailand,,3
3,1,0,0,0,0,0,0,0,3,0,0,2021-02-16,Thailand,,3
3,1,0,0,0,0,0,0,0,3,0,0,2021-02-17,Thailand,,3
3,0,0,0,0,0,0,0,0,3,0,0,2021-02-18,Thailand,,3
3,0,0,0,0,0,0,0,0,3,0,0,2021-02-19,Thailand,,3
3,0,0,0,0,0,0,0,0,3,0,0,2021-02-20,Thailand,,3
3,3,0,0,0,0,0,0,0,3,0,0,2021-02-15,Thailand,,4
3,3,0,0,0,0,0,0,0,3,0,0,2021-02-16,Thailand,,4
3,2,0,0,0,0,0,0,0,3,0,0,2021-02-17,Thailand,,4
3,2,0,0,0,0,0,0,0,3,0,0,2021-02-18,Thailand,,4
3,0,0,0,0,0,0,0,0,3,0,0,2021-02-19,Thailand,,4
3,0,0,0,0,0,0,0,0,3,0,0,2021-02-20,Thailand,,4
3,3,0,0,0,0,0,0,0,3,0,0,2021-02-15,Thailand,,5
3,3,0,0,0,0,0,0,0,3,0,0,2021-02-16,Thailand,,5
3,3,0,0,0,0,0,0,0,3,0,0,2021-02-17,Thailand,,5
3,3,0,0,0,0,0,0,0,3,0,0,2021-02-18,Thailand,,5
3,2,0,0,0,0,0,0,0,3,0,0,2021-02-19,Thailand,,5
3,0,0,0,0,0,0,0,0,3,0,0,2021-02-20,Thailand,,5
3,3,0,0,1,0,0,0,0,3,0,0,2021-02-15,Thailand,,6
3,3,0,0,1,0,0,0,0,3,0,0,2021-02-16,Thailand,,6
3,3,0,0,1,0,0,0,0,3,0,0,2021-02-17,Thailand,,6
3,3,0,0,0,0,0,0,0,3,0,0,2021-02-18,Thailand,,6
3,3,0,0,0,0,0,0,0,3,0,0,2021-02-19,Thailand,,6
3,3,0,0,0,0,0,0,0,3,0,0,2021-02-20,Thailand,,6
3,3,0,1,2,3,0,0,0,3,0,0,2021-02-15,Thailand,,7
3,3,0,0,2,3,0,0,0,3,0,0,2021-02-16,Thailand,,7
3,3,0,0,2,3,0,0,0,3,0,0,2021-02-17,Thailand,,7
3,3,0,0,2,3,0,0,0,3,0,0,2021-02-18,Thailand,,7
3,3,0,0,2,2,0,0,0,3,0,0,2021-02-19,Thailand,,7
3,3,0,0,2,1,0,0,0,3,0,0,2021-02-20,Thailand,,7
3,3,0,4,2,3,0,0,2,3,0,0,2021-02-15,Thailand,,8
3,3,0,4,2,3,0,0,2,3,0,0,2021-02-16,Thailand,,8
3,3,0,4,2,3,0,0,2,3,0,0,2021-02-17,Thailand,,8
3,3,0,4,2,3,0,0,2,3,0,0,2021-02-18,Thailand,,8
3,3,0,4,2,3,0,0,2,3,0,0,2021-02-19,Thailand,,8
3,3,0,4,2,3,0,0,0,3,0,0,2021-02-20,Thailand,,8
3,3,0,4,2,3,1,2,2,3,2,0,2021-02-15,Thailand,,9
3,3,0,4,2,3,1,1,2,3,2,0,2021-02-16,Thailand,,9
3,3,0,4,2,3,0,1,2,3,2,0,2021-02-17,Thailand,,9
3,3,0,4,2,3,0,0,2,3,2,0,2021-02-18,Thailand,,9
3,3,0,4,2,3,0,0,2,3,2,0,2021-02-19,Thailand,,9
3,3,0,4,2,3,0,0,2,3,1,0,2021-02-20,Thailand,,9
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-15,Solomon Islands,,0
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-16,Solomon Islands,,0
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-17,Solomon Islands,,0
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-18,Solomon Islands,,0
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-19,Solomon Islands,,0
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Solomon Islands,,0
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-15,Solomon Islands,,1
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-16,Solomon Islands,,1
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-17,Solomon Islands,,1
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-18,Solomon Islands,,1
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-19,Solomon Islands,,1
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Solomon Islands,,1
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-15,Solomon Islands,,2
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-16,Solomon Islands,,2
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-17,Solomon Islands,,2
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-18,Solomon Islands,,2
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-19,Solomon Islands,,2
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Solomon Islands,,2
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-15,Solomon Islands,,3
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-16,Solomon Islands,,3
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-17,Solomon Islands,,3
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-18,Solomon Islands,,3
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-19,Solomon Islands,,3
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Solomon Islands,,3
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-15,Solomon Islands,,4
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-16,Solomon Islands,,4
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-17,Solomon Islands,,4
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-18,Solomon Islands,,4
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-19,Solomon Islands,,4
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Solomon Islands,,4
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-15,Solomon Islands,,5
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-16,Solomon Islands,,5
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-17,Solomon Islands,,5
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-18,Solomon Islands,,5
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-19,Solomon Islands,,5
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Solomon Islands,,5
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-15,Solomon Islands,,6
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-16,Solomon Islands,,6
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-17,Solomon Islands,,6
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-18,Solomon Islands,,6
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-19,Solomon Islands,,6
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Solomon Islands,,6
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-15,Solomon Islands,,7
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-16,Solomon Islands,,7
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-17,Solomon Islands,,7
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-18,Solomon Islands,,7
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-19,Solomon Islands,,7
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-20,Solomon Islands,,7
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-15,Solomon Islands,,8
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-16,Solomon Islands,,8
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-17,Solomon Islands,,8
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-18,Solomon Islands,,8
0,0,0,0,0,0,0,0,0,0,0,0,2021-02-19,Solomon Islands,,8
